pl_name,red_chi2,sigma,mean_avg_err,fap,o-c_period,faplong,o-c_periodlong,pl_orbper,pl_orbpererr1,pl_tranmid,pl_tranmiderr1,pl_orbsmax,pl_orbsmaxerr1,pl_radj,pl_radjerr1,pl_orbincl,pl_orbinclerr1,pl_orbeccen,pl_orbeccenerr1,pl_orblper,pl_orblpererr1,Transits,Date,Archive,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity,Observation Depth,Observation Sensitivity,Binned Observation Sensitivity,Total Cadences
Kepler-42 d,2.120599605321256,4.040379336250498,11.171883678170175,0.6754119427439925,4.20420855254116,0.678244160121418,4.198939948462588,1.86515875735413,0.0,2454966.785011099,0.00463425929979865,0.017475991092293086,0.0011657814245352215,0.02709562489637692,0.0016913957120393125,87.39419565849323,0.2250981042326468,0.0,0.0,90.0,0.0,26,26-Mar-2021 17:13:07,SPEARNET,0.005034911615331696,0.0010287585583497174,0.0007341728885251607,0.14581644021109474,0.7136493617150401,0.00015665157928979043,0.031113074321458645,0.15227244334286075,575
Kepler-407 b,1.3532308734559797,1.4776707597916734,9.052917392315367,0.9308991541850022,1.3869928275450536,0.6986697039751864,1.3427078499244205,0.669307893952802,0.0,2454967.128459448,0.006623542997117813,0.014379885942108156,0.0009665887240609195,0.011185999263664,0.0005667138927434999,88.14526745847887,0.8410519320899578,0.0,0.0,90.0,0.0,35,23-Mar-2021 08:19:58,SPEARNET,0.002724995167789023,0.0006117432687928878,0.00012512657952669154,0.04591809226150497,0.2045409993208352,0.00015045572370542268,0.05521320752561109,0.24594585895862325,6654
L 98-59 b,67.82794932644403,488.80430889877675,14.007498815048974,6.32437370177877e-05,98.23459247527418,1.8824605569704143e-09,4693.869207742854,2.25305721971657,0.0,2458366.172459901,0.0015624623586287846,0.0208602275074162,0.0012133898247214895,0.02138912867005521,0.00018229007125651741,88.04867044220371,0.3204135169268713,0.005211529734759726,0.020432567797015282,33.09032780879508,7.682087857165165,107,20-Mar-2021 18:33:46,SPEARNET,0.0007773439214253276,0.0002141816071028202,0.0004574948252641777,0.5885359268331593,2.136013598238398,0.0005097845591481853,0.6558031073471972,2.380150966480785,28388
L 98-59 c,44.31193897800682,239.19800118323502,3.3191186372862127,0.015045875526298328,86.63225144717273,3.0646640582345123e-17,1202.0992894147141,3.69065571311535,0.0,2458367.2755807573,0.0006200356244814378,0.02383393398336733,0.0013613214372639778,0.04066502314622338,0.00022070202848440483,87.49138239791371,0.1256331328867021,0.004406909670945017,0.0054232622385284035,14.796575764721089,8.045603916257269,61,22-Mar-2021 00:06:01,SPEARNET,0.0007668396032547492,0.0001077561254623602,0.0016536441074828836,2.156440669553594,15.346172668954306,0.001713177527682408,2.2340754447358377,15.898655601540074,4545
L 98-59 d,15.598655646407938,58.39462258563175,2.716651235921624,0.01882126486957587,85.25831869282341,0.009306979675866156,126289.22457877,7.45069171556165,0.0,2458362.736726753,0.0005038027074771181,0.04643731663730292,0.002363338703243541,0.042038213948323216,0.0003495263348429459,88.37929112035525,0.018246391597515,0.000589344772450169,0.003746559215550317,22.131891876027627,12.292148315054051,32,24-Mar-2021 01:35:30,SPEARNET,0.0007819837789137463,0.0002311790701316218,0.0017672114319649964,2.259908043642325,7.6443400821658924,0.0015168817241820733,1.9397866875054288,6.561501105261979,3354
LHS 1815 b,4.804779308717711,29.471693797316533,10.10620310178028,0.9964979982404192,89.02517264743332,0.9964976278869726,89.040885912997,3.8142858841517997,0.0,2458327.412170244,0.002541624600922198,0.03544006087525512,0.0020118523166991554,0.018661344575886026,0.00017279368300688992,87.90509257773006,0.11127642286015904,0.0,0.0,90.0,0.0,120,20-Mar-2021 14:12:48,SPEARNET,0.0010225458107632943,0.0001630776265088443,0.0003482457813799508,0.3405674129357565,2.135460202819816,0.00038262357185314677,0.3741872176538788,2.3462664992392166,48069
LHS 3844 b,13.281871868465958,106.7180885923416,3.0630424217950254,0.9994163148236128,10.284810967233273,5.0188750188564834e-05,96.323223703716,0.4629306262096121,0.0,2458325.7252894407,0.00046396272642785125,0.005054170799846562,0.00026784004784088667,0.055354047833645635,3.82948554302206e-05,83.98679424911302,0.29362102325601896,0.0,0.0,90.0,0.0,151,21-Mar-2021 06:12:28,SPEARNET,0.0022643210640875032,0.0002301184777197859,0.003064070611569529,1.3531961788309013,13.315187211087984,0.003368018280403229,1.4874296467142143,14.636018427448695,19173
LP 791-18 b,4.885445100153564,13.459576646971035,9.458397981440509,0.4544768354368361,5.704638605114571,0.4508791548321741,5.688089931708357,0.9480149886180601,0.0,2458645.941928725,0.004495623796191328,0.008491495336748018,0.0005263998447484179,0.05626718119635386,0.00014757551111985921,86.1335283192913,0.2756339120893028,0.0,0.0,90.0,0.0,24,26-Mar-2021 23:24:55,SPEARNET,0.0033973500491025197,0.0007047736018005332,0.0031659956797833178,0.9319015214872192,4.492216609269888,0.0032880455022959994,0.9678265279624644,4.665392537257079,2231
LTT 3780 b,4.924201955215564,14.683019232925055,7.235954275918663,0.9406067503354334,1.6483447707955727,0.9440987495253548,1.6473927878161894,0.7684172136947071,0.0,2458543.905871304,0.006269498388488302,0.009508910648257143,0.0005630030144322496,0.030718750947254025,0.0001167655659526291,84.64910723332423,0.44980449455050026,0.0,0.0,90.0,0.0,28,25-Mar-2021 04:43:31,SPEARNET,0.0016330070396530325,0.0003297024006763298,0.0009436416597594199,0.577855230777154,2.8621012701869795,0.0010525031191955805,0.6445184213163021,3.1922822431275737,4799
NGTS-4 b,6.140306821983304,22.10929562754928,14.194275602059871,0.8838119572013876,5.864756291128304,0.8831162689177134,5.869055251846256,1.3373419915745406,0.0,2457608.0049347505,0.002781155286569836,0.017461139931373184,0.0009625172328542307,0.03248012507540129,7.481929305482162e-05,80.67784148334115,0.22691735792903736,0.0,0.0,90.0,0.0,37,23-Mar-2021 13:09:20,SPEARNET,0.002554273976097923,0.00048804880696708244,0.0010549585249137118,0.4130169804749511,2.161584066703529,0.0010798224674247736,0.4227512308896407,2.212529673282461,7283
TOI-163 b,2.7484250275291093,10.490550165174652,1.2798782308195902,0.9999995727041541,25.630414886675357,0.9999997070927932,25.64467099131053,4.231114778726004,0.0,2458328.88515003,0.0007283262665853222,0.0531377774578791,0.002657502603795827,0.07714984817850412,6.843604600159898e-05,85.70907579374756,0.014426424838392541,0.0,0.0,90.0,0.0,72,22-Mar-2021 02:58:02,SPEARNET,0.0014942963023256795,0.00019807169953224712,0.005952099073966236,3.98321207427373,30.050224681377074,0.006577165407769092,4.401513540207911,33.205982597722375,77793
TOI-169 b,3.721419726148656,11.054459185182777,2.668617480118749,0.9999999999994044,27.054609500345226,0.9999802821627168,382.35738015260523,2.2554414396436404,0.0,2458327.4367188853,0.00226408611486035,0.03457408327370555,0.0017497231117110394,0.07321203904292839,0.00010975319759480378,80.80205070818496,0.08002325649871925,0.0,0.0,90.0,0.0,33,24-Mar-2021 06:47:08,SPEARNET,0.002140030508664125,0.0005177244178600776,0.005360002660823271,2.504638433481565,10.353003404741653,0.00438554445502104,2.04929062331856,8.470808607304852,6333
TOI-540 b,11.25167256540041,69.53022621749794,6.769691223507749,0.9999999999999798,50.95586822575629,0.9989448258921474,166.73393857675276,1.2391442604918,0.0,2458411.824461805,0.0010032449003000796,0.010999077780383316,0.0005620029980734692,0.039675721524924185,3.9145487492764295e-05,86.32332421311622,0.05058360016699032,0.0,0.0,90.0,0.0,92,21-Mar-2021 04:02:31,SPEARNET,0.0022331672779484432,0.0005044666112532008,0.0015741628785233325,0.7049014617344195,3.120450082142764,0.0015414953228003454,0.6902731103137425,3.0556934560464732,15847
TOI-561 b,5.139226082312415,18.741143174581303,9.122192156856539,0.993602142044332,9.0,0.4218042080765471,10.248094121064355,0.4466144721895949,0.0,2458517.5087142917,0.00339526236678717,0.009734505906786626,0.0005098453167565149,0.014463353894182669,0.0003538986309615148,87.6119420327679,0.8210888433529051,0.0,0.0,90.0,0.0,41,22-Mar-2021 14:50:13,SPEARNET,0.0007892473432969498,0.0001504686237398589,0.00020918860586836897,0.2650482230253932,1.3902473530297548,0.000249334770158649,0.315914614444053,1.6570548992972591,3455
TOI-700 b,5.702658777167207,20.766378877939253,11.554248429131265,0.992732249305278,60.82409467663357,0.9918987966760624,60.84406003005996,9.977544046958384,0.0,2458490.9956717696,0.0028353434875381107,0.055363737500289285,0.0042481913100959005,0.01848041551885133,0.0002663150165025184,89.92921624362793,0.16206936823803142,0.08617544985290793,0.02282862278986215,280.871294781877,40.48781714407472,39,22-Mar-2021 21:13:44,SPEARNET,0.0014588106129818311,0.0003890810541994663,0.00034152575774940095,0.2341124712900993,0.8777753479980922,0.00039565702418176135,0.2712189098851101,1.016901285506757,6824
TOI-700 c,3.38246062192532,7.72005475743276,2.604398307781789,0.9995469489671476,92.95024502612327,0.9986298453111472,92.92191157028816,16.0511540105343,0.0,2458548.75376492,0.0009285814195330377,0.07978356046774268,0.004383814399570958,0.055591208300639634,0.0006090475258199704,88.6150163552638,0.0419480528788512,0.2445162476123254,0.0384466309273989,0.7549338117563947,2.791588071762991,21,27-Mar-2021 02:21:27,SPEARNET,0.0014871294868919493,0.00031059576332055844,0.003090382440325105,2.078085645913659,9.94985381412172,0.0025649484191694327,1.7247646837600463,8.25815649172977,5507
TOI-824 b,6.73665543281623,23.99815143318438,5.156595287005005,0.9101766306721452,4.792242101523874,0.9092139448834466,4.785975344209282,1.3929707186040698,0.0,2458639.610088903,0.0016024875800858638,0.02226298997738384,0.0011419091056856252,0.04003229379365758,0.00038536206081550046,84.15860838424318,0.12648833896063838,0.0,0.0,90.0,0.0,35,23-Mar-2021 17:07:28,SPEARNET,0.0014324584313472814,0.00031506644805968443,0.0016025845463817153,1.1187651322450058,5.086497011189622,0.0016735464776426179,1.1683036945571843,5.311725472353662,4936
WASP-18 b,6.757461651583674,39.26065405886321,0.23444746660124005,0.9445676923905184,17.992448560820108,0.9603762968611006,17.999410828583567,0.941452437198402,0.0,2458375.1697982755,7.206397440846389e-05,0.020078812913450542,0.0010086767117658774,0.097264379897987,4.643456706618136e-05,84.02978210240859,0.07480638421089382,0.026813141664277614,0.003209910217068168,215.20825704326518,15.563265483680075,93,22-Mar-2021 03:54:59,SPEARNET,0.0005596323607172811,0.000107665628237156,0.009460359596939938,16.904597126611097,87.8679644733185,0.010698570633645654,19.11714079567037,99.36848749983444,44947
WASP-43 b,2.3256832093909456,4.779818786480719,0.2754695378332965,0.9869983486423528,3.2736661944869576,0.9868147408070916,3.269465803364169,0.8134742296465745,0.0,2455528.868304944,0.0001254490349844119,0.012991355286543185,0.0006506571193771676,0.14874832129334284,0.00022244640125121864,81.36763019226005,0.052457182138419635,0.0,0.0,90.0,0.0,26,25-Mar-2021 21:27:05,SPEARNET,0.0015387742794120585,0.0002973003742609451,0.02212606308758755,14.379018016886516,74.42326012064541,0.02287185473411879,14.86368406343377,76.93180605969846,5771
WASP-62 b,8.589569332820547,55.771716698657094,0.4857183337815466,0.9999997361880788,52.964778247953575,0.9999997280473528,52.902939651524754,4.411937221097,0.0,2455855.393572907,0.00016476247229674505,0.05564467574536562,0.002784803115818814,0.1075777737329354,6.150439442831587e-05,88.84611584299374,0.0746050558638143,0.0,0.0,90.0,0.0,108,21-Mar-2021 13:42:29,SPEARNET,0.0008659073246954302,8.936842869089274e-05,0.011572977401334644,13.365145519938018,129.49738034852578,0.013349276472149564,15.416518709834182,149.37351666237748,85314
WASP-87 b,7.348259091215862,23.75301052180265,1.2434445408551469,0.3176275183023034,5.181366082482348,0.32076775048210865,5.185544081412198,1.68279269222602,0.0,2457082.0789890056,0.00032744280737887887,0.029987545392093962,0.0015119845741121255,0.08529799897775732,0.00015764297099809486,81.58599764932404,0.17244981985702218,0.0,0.0,90.0,0.0,28,25-Mar-2021 22:42:27,SPEARNET,0.0014536835071572475,0.0002570780947541492,0.007275748629609489,5.005043115497394,28.301705894341122,0.007903161007421609,5.436644887632141,30.74225758122107,15095
WASP-100 b,5.0438220483888605,37.71826106856096,1.0476576336059351,0.9998133413554628,12.38213248689243,0.999139161543158,12.383653983337483,2.84938352268916,0.0,2457298.116438799,0.00035322779277208014,0.04179317238002477,0.002089883281220633,0.07894961067579095,3.700286216030459e-05,85.41879849195534,0.014494625432354769,0.0,0.0,90.0,0.0,174,22-Mar-2021 22:36:08,SPEARNET,0.0011149732604193883,9.736979826684864e-05,0.006233041025858965,5.5903053885924185,64.0141105024875,0.0069392502955012425,6.2236921205546185,71.26696798204048,151605
WASP-121 b,22.97029972379095,115.21322373631097,0.8800766653489623,0.9999999809089868,34.93574019880323,0.00991214151768962,591.5514965112875,1.2749239399964098,0.0,2456635.709703838,0.0001672962514277294,0.02578600780114611,0.0012893655413027012,0.11687757816166472,4.869218423327613e-05,89.92179535403679,0.33374358360788475,0.0,0.0,90.0,0.0,55,23-Mar-2021 02:26:44,SPEARNET,0.001046041489777283,0.00020452865528459838,0.013660368276936046,13.059107511925301,66.78950809082406,0.01590400448497964,15.2039901288866,77.75929716473944,9359
WASP-126 b,3.3388095270654783,20.051114814046628,0.8341105258864541,0.4394770525504167,111.14716649325527,0.4393492669444906,111.16468122975006,3.28878665465002,0.0,2459176.028006853,0.0003012582588621357,0.04632825267886488,0.0023203416512109433,0.07365702979854533,6.527281169012345e-05,91.04481568789008,0.5734190964251664,0.0,0.0,90.0,0.0,147,22-Mar-2021 02:18:18,SPEARNET,0.0012300526035290275,0.00010536704911016412,0.005425358038743794,4.410671562483111,51.49008237927811,0.006418805200060551,5.218317640761838,60.91852485447813,112950
pi Men c,431.8492571972918,1926.8164542968696,4.2334569158810735,0.9994122584704241,53.86649274995021,0.4355997075716456,175.46828758655627,6.267853696222483,0.0,2458325.505953176,0.00022356391595579345,0.06372221366437825,0.0032294858328822955,0.01717488784756413,3.99335773321724e-05,86.98350135823904,0.059631613161182435,0.0,0.0,90.0,0.0,40,23-Mar-2021 08:56:15,SPEARNET,0.00020707766399400283,4.761059038852409e-05,0.000294976772576406,1.424474117039242,6.195612576304164,0.00031274452185880985,1.51027646259264,6.568801590290568,13507
